Row_no,No,Showing_time,Mode,Font_size,Font_color,Created_time,Converted_time,Time_interval,Danmaku_pool,RowID,user_id_encrypt,Barrages_original,Barrages_simplified,VideoID
157,,147.19800,1,25,16777215,1581336190,2020-02-10 06:03:10,627,0,28413271883644932,bbeecc4e,有人跟我一样用了之后狂爆皮吗,,87976912
158,,537.17300,1,25,16777215,1581336222,2020-02-10 06:03:42,627,0,28413289017376770,39291585,感觉是好多天没洗头,,87976912
159,,86.81400,1,25,16777215,1581336227,2020-02-10 06:03:47,627,0,28413291516657666,b4ac6244,怡思丁超好用,,87976912
160,,1413.49800,1,25,16777215,1581336242,2020-02-10 06:04:02,627,0,28413299253051394,1d3705cb,这个浅唇涂效果比较好,,87976912
161,,94.05800,1,25,16777215,1581336193,2020-02-10 06:03:13,627,0,28413273531482112,42db7620,这个防晒力不好,,87976912
162,,7.51400,1,25,16777215,1581336193,2020-02-10 06:03:13,627,0,28413273715507200,e64b1798,来啦来啦,,87976912
163,,470.72000,1,25,16777215,1581336194,2020-02-10 06:03:14,627,0,28413273938853888,dd5de738,同款不过我是紫色的,,87976912
164,,145.79000,1,25,16777215,1581336197,2020-02-10 06:03:17,627,0,28413275880816644,2e8cefdd,我也觉得不油,,87976912
165,,1365.89300,1,25,16777215,1581336275,2020-02-10 06:04:35,627,0,28413316387831812,200175bd,王俊凯的手,,87976912
166,,1171.75300,1,25,16777215,1581336284,2020-02-10 06:04:44,627,0,28413321030402112,9c061041,修容跟着你买的，但是我感觉我好像用不到哈哈哈哈,,87976912
167,,83.90000,1,25,16777215,1581336288,2020-02-10 06:04:48,627,0,28413323509760004,a586b83e,口紅好評,,87976912
168,,1482.22900,1,25,16777215,1581336290,2020-02-10 06:04:50,627,0,28413324398428164,1286dd68,我也是嘻嘻,,87976912
169,,7.33800,1,25,16777215,1581336304,2020-02-10 06:05:04,627,0,28413331500957700,799714fc,是不是没洗头,,87976912
170,,11.01800,1,25,16777215,1581336313,2020-02-10 06:05:13,627,0,28413336705564672,799714fc,是不是没洗头,,87976912
171,,304.65800,1,25,16777215,1581336314,2020-02-10 06:05:14,627,0,28413337018564608,9a74e742,想到了泫雅化妆,,87976912
172,,1268.99900,1,25,16777215,1581336339,2020-02-10 06:05:39,627,0,28413350275186688,ee6f4dcf,还真被我猜对了！！,,87976912
173,,1589.29000,1,25,16777215,1581336320,2020-02-10 06:05:20,627,0,28413340234022916,b995bf3,想看vlog,,87976912
174,,15.23800,1,25,16777215,1581336343,2020-02-10 06:05:43,627,0,28413352307326980,c1f22bf0,时长好评,,87976912
175,,174.86400,1,25,16777215,1581336321,2020-02-10 06:05:21,627,0,28413340723707908,c922a08e,安热沙我上脸会闷痘,,87976912
176,,144.36000,1,25,16777215,1581336354,2020-02-10 06:05:54,627,0,28413357917732864,8490cd21,我也觉得不油，平时当素颜霜用，混油皮,,87976912
177,,1572.56500,1,25,16777215,1581336354,2020-02-10 06:05:54,627,0,28413358176206850,1286dd68,我要买！,,87976912
178,,310.12700,1,25,16777215,1581336357,2020-02-10 06:05:57,627,0,28413359771090948,95ee4e98,我本人,,87976912
179,,147.92300,1,25,16777215,1581336362,2020-02-10 06:06:02,627,0,28413361929060352,24250d76,很油,,87976912
180,,1584.68200,1,25,16777215,1581336366,2020-02-10 06:06:06,627,0,28413364472905728,1286dd68,我也！,,87976912
181,,156.49000,1,25,16777215,1581336370,2020-02-10 06:06:10,627,0,28413366391799808,24250d76,不是，就是猪刚鬣,,87976912
182,,23.71600,1,25,16777215,1581336370,2020-02-10 06:06:10,627,0,28413366464675844,b625d9,来啦,,87976912
183,,75.79800,1,25,16777215,1581336376,2020-02-10 06:06:16,627,0,28413369589432320,16c4b643,我就知道 这个使用感一绝,,87976912
184,,1268.99900,1,25,16777215,1581336330,2020-02-10 06:05:30,627,0,28413345329053696,ee6f4dcf,同款！！！我超爱！！！！南瓜色！！！,,87976912
185,,1096.51200,1,25,16777215,1581336319,2020-02-10 06:05:19,627,0,28413339934130180,10f50f54,哈哈哈哈哈哈哈,,87976912
186,,1350.95500,1,25,16777215,1581336412,2020-02-10 06:06:52,627,0,28413388301795328,ee6f4dcf,又是同款！！！！,,87976912
187,,617.07800,1,25,16777215,1581336419,2020-02-10 06:06:59,627,0,28413391848603648,aaba7a1c,万万没想到可以取下来,,87976912
188,,395.47700,1,25,16777215,1581336425,2020-02-10 06:07:05,627,0,28413395275874304,af5bca6a,刚给我妈买了这个气垫,,87976912
189,,152.39700,1,25,16777215,1581336434,2020-02-10 06:07:14,627,0,28413399805198336,2c93f7ed,涂完我会有种无法呼吸的感觉，不晓得为嘛,,87976912
190,,1350.63400,1,25,16777215,1581336435,2020-02-10 06:07:15,627,0,28413400245075968,b2b28729,这个我也喜欢,,87976912
191,,299.24100,1,25,16777215,1581336398,2020-02-10 06:06:38,627,0,28413381332959234,b0e4a43d,我就喜欢特别硬的 拍的时候声音就很爽,,87976912
192,,144.33900,1,25,16777215,1581336475,2020-02-10 06:07:55,627,0,28413421458817028,c73ac61c,用着闷痘,,87976912
193,,503.47700,1,25,16777215,1581336480,2020-02-10 06:08:00,627,0,28413424338731008,19849c9b,这个表情好好笑哈哈哈哈哈哈哈哈哈哈哈哈,,87976912
194,,393.03000,1,25,16777215,1581336508,2020-02-10 06:08:28,627,0,28413438684299264,b0e4a43d,会!挚爱白金1C0 色号无敌刚好 粉底本身普普,,87976912
195,,306.99000,1,25,16777215,1581336513,2020-02-10 06:08:33,627,0,28413441543241732,4453a60e,刚刚那个笑死我了,,87976912
196,,1001.76700,1,25,16777215,1581336468,2020-02-10 06:07:48,627,0,28413417671360514,4ad9fa1a,我有个疑问，内眼线是画-,,87976912
197,,326.35500,1,25,16777215,1581336538,2020-02-10 06:08:58,627,0,28413454531952642,e481ce5c,hhhhhhhhh,,87976912
198,,1576.18800,1,25,16777215,1581336555,2020-02-10 06:09:15,627,0,28413463503568898,9c061041,看完啦,,87976912
199,,1318.33000,1,25,16777215,1581336559,2020-02-10 06:09:19,627,0,28413465307643906,a73bf411,哈哈哈哈哈好可爱,,87976912
200,,103.53800,1,25,16777215,1581336563,2020-02-10 06:09:23,627,0,28413467548975104,d6b56aae,我觉得怡思丁太过于香了……,,87976912
201,,192.79900,1,25,16777215,1581336520,2020-02-10 06:08:40,627,0,28413445189140482,4319233d,没有弹幕？,,87976912
